label,held_out_loss,slope,anchor_err_deg,n_epochs,seed,hold_prob,sign_reg,anchor,max_av,ring_source,ring_sign,activation,type_params,real_sign_control,control_shuffle_seed,control_swap_fraction,control_type_mask,frac_edges_changed,recurrent_gain,tau,in_gain,cue_gain,mean_abs_sign,frac_polarized_gt_0.9
types_mask59_p,0.28507363895575205,0.4682307120273759,6.768219624510053,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,59.0,0.6727074235807861,2.0,10.0,10.0,10.0,1.0,1.0
types_mask5_p,0.09292603271702925,0.8580693996582938,3.1468490270185705,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,5.0,0.016593886462882096,2.0,10.0,10.0,10.0,1.0,1.0
types_mask60_p,0.47047307981799047,0.0027840560865023106,3.6419389259937436,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,60.0,0.6086244541484717,2.0,10.0,10.0,10.0,1.0,1.0
types_mask61_p,0.47326378934085367,-0.0017615125156921244,4.8937734833328355,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,61.0,0.29792576419213973,2.0,10.0,10.0,10.0,1.0,1.0
types_mask62_p,0.4627179579188426,0.0021095206220219883,3.3489025180635346,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,62.0,1.0,2.0,10.0,10.0,10.0,1.0,1.0
types_mask63_p,0.28910009531925124,0.427776041825679,8.686521681972282,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,63.0,0.6893013100436681,2.0,10.0,10.0,10.0,1.0,1.0
types_mask6_p,0.06349368176112573,0.9239500558621987,8.16202341634984,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,6.0,0.7186681222707424,2.0,10.0,10.0,10.0,1.0,1.0
types_mask7_p,0.7031323631604512,0.13129090371290467,4.048765694747256,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,7.0,0.40796943231441046,2.0,10.0,10.0,10.0,1.0,1.0
types_mask8_p,0.4744411377857129,-0.0025823240725335083,3.5778923788837194,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,8.0,0.37510917030567686,2.0,10.0,10.0,10.0,1.0,1.0
types_mask9_p,0.07705212173362573,1.0014717154873531,7.60793686996048,600,0,0.3,0.0,True,0.15,eb_synapses,1.0,tanh,True,True,,,9.0,0.06441048034934498,2.0,10.0,10.0,10.0,1.0,1.0
